id;inventory;exp;gender;age;TI;religiousity;course;extraversion;agreeableness;conscientiousness;neuroticism;openness;assertiveness;activity;altruism;compliance;order;selfdiscipline;ansiety;depression;aesthetics;ideas
820;facebook;3;female;21;no;2;10;3,75;3,44;2,78;3,25;3,90;3,60;4,00;3,75;3,00;1,50;3,00;3,75;2,50;3,67;4,00
821;facebook;2;male;38;yes;4;0;3,38;4,89;4,78;2,13;4,60;3,40;3,50;4,75;5,00;5,00;4,80;3,00;1,50;4,33;4,80
822;facebook;0;female;19;no;;6;4,38;3,67;4,00;3,50;4,40;4,40;4,00;4,25;3,33;4,00;3,80;3,50;3,50;4,67;4,40
823;facebook;2;female;30;no;4;0;2,88;3,44;4,00;4,63;3,10;2,80;3,00;3,25;4,33;3,00;4,00;4,50;5,00;3,33;3,20
824;facebook;0;female;;;;0;3,38;2,67;3,89;2,88;2,80;3,20;3,50;2,25;3,00;5,00;3,40;2,25;3,50;2,67;2,80
825;facebook;0;male;;;;0;2,75;3,33;3,67;4,63;3,30;2,20;3,00;4,00;2,67;2,00;4,00;4,75;4,50;3,33;3,40
826;facebook;2;female;28;no;4;0;4,88;4,33;3,78;1,75;4,00;5,00;4,50;4,50;3,67;4,00;3,60;2,25;1,00;4,67;3,80
827;facebook;2;male;18;no;4;0;3,88;4,33;4,78;2,25;3,30;3,40;5,00;4,00;4,33;4,50;4,80;2,50;2,00;2,33;3,80
828;facebook;2;male;30;yes;1;0;3,75;3,67;2,56;3,13;3,80;3,80;3,50;4,25;3,00;2,00;2,60;3,50;2,50;3,33;3,80
829;facebook;2;male;29;yes;1;0;3,63;3,22;3,22;2,38;3,40;3,80;3,00;3,25;3,33;2,50;3,40;2,75;2,00;2,67;3,60
830;facebook;2;female;19;no;4;0;4,25;4,22;3,67;2,63;4,50;4,00;4,50;4,25;4,00;2,00;3,80;2,75;2,50;4,33;4,60
831;facebook;0;female;;;;0;3,38;3,67;4,00;3,50;3,90;3,40;3,00;4,25;2,67;3,50;4,20;3,25;4,00;3,67;3,80
832;facebook;0;female;;;;0;3,50;4,11;3,33;4,13;3,30;3,20;3,50;4,75;4,00;3,50;2,80;4,75;3,00;3,67;3,40
833;facebook;0;female;29;no;4;0;4,38;3,56;3,78;2,63;4,10;4,00;5,00;4,00;2,67;2,50;3,80;2,75;2,00;4,00;4,00
834;facebook;2;male;19;no;4;0;4,38;3,78;3,56;3,00;4,00;4,40;4,50;4,50;2,67;2,00;3,80;3,00;3,00;3,33;4,20
835;facebook;2;male;20;yes;3;0;4,38;3,11;3,67;2,75;3,70;4,00;5,00;4,25;2,00;2,50;3,60;2,75;2,00;3,00;3,80
836;facebook;2;male;19;no;4;0;2,25;3,78;2,67;3,00;3,40;2,00;2,00;4,00;4,00;1,50;2,20;3,75;2,50;2,00;4,20
837;facebook;2;female;18;no;4;0;3,38;4,44;3,44;3,00;3,60;3,00;3,50;4,75;3,67;2,00;3,40;3,50;2,00;3,00;4,00
838;facebook;3;female;25;yes;4;0;3,25;3,89;2,67;3,13;3,60;2,80;3,50;4,25;3,33;2,50;2,80;3,75;1,50;3,67;3,60
839;facebook;1;female;26;no;3;0;4,13;3,33;3,00;3,88;3,90;4,00;4,00;4,25;2,00;1,50;3,00;4,25;2,50;4,00;3,60
840;facebook;1;female;20;no;4;0;3,75;4,11;3,33;3,88;4,90;3,40;4,50;4,75;4,33;2,50;3,40;4,50;2,50;5,00;5,00
842;facebook;3;male;20;yes;1;1;1,13;3,33;2,89;4,25;2,80;1,00;1,50;3,00;4,33;2,50;3,00;5,00;2,00;4,00;2,60
843;facebook;0;male;23;yes;2;1;2,50;3,56;3,11;2,13;4,70;2,40;2,50;3,75;4,00;3,00;3,00;2,25;2,00;4,00;5,00
844;facebook;3;male;27;no;1;0;2,63;3,11;3,89;2,50;3,30;2,60;3,00;4,00;2,00;4,50;3,60;2,75;1,50;3,00;3,40
845;facebook;0;female;;;;0;2,88;3,56;3,33;3,13;2,70;2,60;3,00;3,75;3,00;1,00;4,00;4,25;1,50;2,33;2,80
846;facebook;0;male;28;no;;0;4,75;3,67;3,00;2,75;4,70;4,80;4,50;4,25;2,33;3,00;3,20;2,75;2,50;4,00;5,00
849;facebook;0;male;;;;0;2,63;2,67;3,67;2,38;3,20;2,40;3,00;3,50;1,33;4,00;3,40;3,00;2,00;3,00;3,80
850;facebook;3;male;29;no;3;5;3,00;2,56;2,67;2,88;2,50;3,20;2,50;3,25;1,67;2,00;3,00;2,75;2,50;2,67;2,20
851;facebook;0;female;23;yes;2;0;2,75;4,11;1,89;3,88;4,10;2,40;3,50;4,25;4,33;1,50;1,60;4,50;3,50;3,67;4,40
852;facebook;0;female;25;;;0;1,75;2,89;2,44;4,88;3,50;1,60;2,00;3,00;2,33;3,00;1,80;5,00;4,50;4,67;2,80
853;facebook;0;female;26;no;;4;4,63;4,56;3,00;2,00;4,40;4,60;4,50;4,75;4,33;3,00;2,80;1,75;3,00;4,33;4,20
854;facebook;2;male;24;yes;2;0;3,63;3,78;2,89;4,13;3,30;3,60;3,50;4,50;2,67;2,00;2,80;4,25;4,00;2,33;3,60
855;facebook;2;female;23;no;4;0;4,63;3,44;3,11;4,25;4,40;4,40;5,00;4,50;2,33;1,50;3,20;4,75;3,00;3,00;5,00
856;facebook;3;male;29;no;2;0;3,88;4,33;4,00;3,50;3,90;3,80;3,50;4,50;4,00;3,00;4,20;3,75;3,00;2,67;4,60
857;facebook;0;female;22;no;;5;3,00;3,44;3,11;3,00;3,50;2,80;3,50;3,50;3,67;3,00;3,20;3,25;2,00;3,67;3,80
858;facebook;2;male;26;no;5;0;3,75;3,44;3,11;4,13;3,70;3,20;4,50;4,00;3,33;2,50;2,80;4,00;4,50;3,33;3,60
859;facebook;3;male;21;no;1;5;1,38;3,67;2,78;2,88;2,90;1,20;2,00;3,50;4,00;1,00;3,20;3,75;2,50;2,33;2,80
860;facebook;0;male;22;no;;0;2,13;2,89;3,56;4,00;3,00;2,00;2,50;2,75;3,33;3,50;3,60;4,00;3,50;3,00;3,00
861;facebook;3;female;29;no;2;5;3,25;3,67;2,89;2,50;3,40;3,20;3,00;3,75;3,67;1,50;3,00;2,75;2,50;3,00;4,20
862;facebook;3;female;26;no;3;0;3,88;3,44;3,89;3,50;3,70;3,80;3,50;4,25;3,00;4,00;3,80;3,75;2,00;2,67;4,00
863;facebook;3;female;27;no;2;5;3,63;3,56;2,44;4,00;4,10;3,80;4,00;3,75;3,67;1,50;2,80;4,00;3,50;4,33;4,20
864;facebook;3;female;21;no;1;5;2,63;3,56;4,22;3,38;3,80;2,00;4,00;4,25;3,00;4,00;4,00;3,75;2,50;3,33;4,00
865;facebook;0;female;;;;0;3,63;3,89;3,89;3,38;3,80;3,20;4,50;4,25;3,00;3,00;4,20;3,25;4,50;4,00;3,40
866;facebook;0;female;;no;;0;3,38;4,00;3,67;3,75;4,30;2,40;5,00;4,00;4,00;3,50;3,20;3,50;5,00;4,33;4,20
867;facebook;0;male;;no;;0;3,50;3,78;2,44;3,38;4,70;3,40;3,50;3,75;4,00;2,00;2,40;3,25;3,50;4,33;4,80
868;facebook;2;female;21;no;4;0;3,63;4,22;3,56;2,38;4,00;3,40;3,50;4,00;4,67;3,50;3,60;2,50;2,50;4,67;4,00
869;facebook;0;female;21;no;;9;4,13;3,00;3,44;4,00;4,60;3,60;5,00;4,25;1,67;2,50;3,60;4,50;2,50;4,33;4,80
870;facebook;3;female;20;no;2;3;3,75;3,89;3,33;3,63;3,80;3,20;5,00;4,00;3,33;3,50;3,00;4,00;2,50;4,67;3,20
872;facebook;0;female;28;yes;2;10;4,00;3,00;3,78;4,38;4,60;3,40;5,00;4,00;1,67;3,00;3,60;4,00;5,00;4,00;4,80
873;facebook;0;male;31;yes;4;1;4,00;3,89;4,11;1,63;4,80;4,00;3,50;4,00;3,33;4,00;4,00;1,00;3,50;4,33;5,00
874;facebook;0;female;33;no;4;0;4,00;3,22;4,22;4,50;4,50;3,80;4,50;4,00;2,00;3,50;4,40;4,50;4,00;4,33;4,60
875;facebook;2;male;22;no;4;0;3,88;3,11;3,22;3,13;4,10;3,40;4,50;3,75;2,67;2,50;3,20;3,75;2,50;4,33;4,00
876;facebook;2;female;45;no;4;0;1,88;4,11;3,11;2,88;2,70;1,60;3,00;3,75;5,00;1,50;4,00;2,50;3,00;2,00;2,60
877;facebook;0;male;25;yes;3;0;2,50;3,67;3,22;3,00;4,50;2,40;2,50;3,75;3,33;2,50;3,00;2,25;3,50;4,33;4,40
878;facebook;3;female;25;no;1;0;2,88;4,44;3,78;1,63;4,10;3,00;2,00;4,75;3,67;3,50;3,60;2,25;1,00;3,67;4,20
879;facebook;3;female;34;no;3;0;3,63;3,56;3,56;3,63;5,00;3,40;4,00;4,25;3,00;3,50;3,20;3,75;3,00;5,00;5,00
880;facebook;3;female;20;no;2;3;3,25;4,78;3,33;3,50;2,40;3,00;3,50;5,00;4,67;4,00;3,40;4,25;1,00;2,67;2,60
881;facebook;3;female;20;no;2;3;3,88;3,89;3,33;2,50;4,50;3,60;4,00;4,00;3,67;2,00;3,40;2,75;2,00;4,67;4,40
882;facebook;3;male;23;yes;1;1;1,88;3,00;2,78;3,50;3,40;1,40;3,00;3,00;3,00;2,00;2,80;4,00;2,50;2,33;3,80
883;facebook;3;male;21;yes;2;1;2,00;3,56;3,00;2,75;3,40;1,40;3,50;3,50;4,00;2,00;3,40;3,25;2,00;1,33;4,20
885;facebook;3;male;20;yes;2;1;2,38;3,22;3,56;3,63;2,70;2,40;2,50;3,00;3,33;3,50;3,60;3,50;3,50;2,33;3,00
886;facebook;3;female;29;no;3;5;3,25;4,11;3,56;2,50;4,50;2,80;4,00;4,25;4,00;2,00;4,00;3,25;1,00;4,33;4,80
887;facebook;0;female;;no;;0;4,88;3,78;3,67;2,00;4,30;4,80;5,00;4,75;2,67;2,50;3,80;2,25;1,50;3,00;4,80
888;facebook;3;female;22;no;2;5;4,00;4,11;3,44;3,38;3,40;4,00;4,00;4,25;4,00;3,00;3,40;3,75;2,00;3,00;3,60
889;facebook;3;male;22;yes;1;0;3,88;3,44;2,78;2,50;3,30;4,20;3,00;4,00;2,67;2,00;2,60;3,25;1,00;2,33;3,60
890;facebook;3;male;21;yes;1;1;2,63;3,89;2,89;3,38;3,60;2,60;2,50;3,75;3,67;3,00;2,60;3,00;4,00;3,00;4,00
891;facebook;3;male;22;no;1;5;3,75;3,44;2,89;2,13;4,30;3,80;3,50;3,75;3,00;2,50;2,80;2,75;1,50;4,00;4,40
892;facebook;3;female;18;no;2;0;3,75;3,56;2,33;3,88;4,10;3,40;4,00;3,75;3,33;1,50;2,40;4,00;3,00;4,67;3,80
893;facebook;3;male;21;yes;4;1;2,63;4,00;4,11;2,50;4,70;2,20;4,00;3,50;4,00;3,50;4,00;2,75;2,00;5,00;4,60
894;facebook;0;male;21;yes;4;1;2,75;3,22;3,67;2,38;4,50;2,60;3,00;4,00;3,00;4,00;3,00;3,00;1,50;4,67;4,40
895;facebook;0;female;22;;;0;3,13;4,11;3,89;2,75;4,30;3,00;3,50;4,25;4,00;3,00;3,80;2,50;2,50;4,00;4,40
897;facebook;0;male;21;;;0;3,38;4,00;2,44;3,63;3,50;3,20;3,00;4,25;3,67;2,00;2,40;3,75;3,00;2,67;4,20
898;facebook;0;male;24;yes;3;1;2,75;2,22;3,11;3,13;4,30;3,40;1,50;2,75;2,00;2,50;3,20;2,75;3,00;3,33;4,80
899;facebook;0;female;21;no;;6;1,75;3,00;2,89;4,50;3,00;1,60;2,50;3,75;2,67;4,00;2,20;4,75;3,50;3,33;3,20
900;facebook;0;female;;;;0;4,13;4,11;4,11;2,50;4,20;4,00;4,50;4,75;3,00;4,50;3,80;2,50;1,00;4,00;4,20
901;facebook;0;female;;;;0;3,00;3,78;3,00;2,75;3,00;2,80;3,00;3,75;4,00;3,00;3,00;3,00;2,50;3,00;2,80
902;facebook;0;male;;;;0;3,88;3,56;3,22;3,13;4,10;3,60;4,00;3,75;3,33;2,50;3,40;3,50;2,50;4,00;4,40
903;facebook;1;female;25;yes;2;0;2,50;4,56;3,00;2,38;2,80;2,60;2,00;5,00;3,67;3,00;2,80;2,50;2,00;2,67;2,80
904;facebook;1;female;20;yes;4;0;3,13;3,56;3,89;3,75;3,50;3,00;3,00;4,00;3,00;3,00;4,20;4,00;3,00;3,00;3,80
905;facebook;0;male;;no;;0;2,88;4,00;4,00;4,38;3,60;2,20;4,00;3,75;4,00;3,50;4,00;4,75;3,50;2,33;4,00
906;facebook;0;female;;;;0;3,63;3,78;4,22;2,88;3,30;3,60;3,00;4,25;3,00;5,00;3,80;3,25;2,50;3,00;3,80
907;facebook;1;female;26;yes;3;0;3,50;4,56;2,67;1,88;3,70;2,80;4,50;4,75;4,33;1,00;2,80;2,00;2,00;4,00;3,20
908;facebook;1;male;27;yes;4;0;2,38;3,11;2,67;2,50;3,80;1,80;4,00;4,00;2,67;2,00;2,80;2,50;2,50;4,00;3,40
909;facebook;1;female;24;yes;4;0;4,88;3,89;4,33;3,25;4,40;5,00;4,50;4,25;3,33;4,00;4,20;3,50;3,00;3,33;4,80
910;facebook;1;male;26;yes;1;0;3,50;2,67;4,00;1,88;4,00;3,60;3,00;3,00;1,67;3,50;4,40;2,25;1,50;4,00;4,00
911;facebook;1;female;27;no;4;0;4,88;3,78;2,44;3,63;4,40;4,80;5,00;4,50;3,00;1,50;2,40;3,00;4,00;4,00;4,40
912;facebook;0;female;;;;0;2,88;3,11;2,56;1,75;2,40;2,00;4,50;3,75;2,00;2,50;2,40;1,75;1,00;2,33;2,40
913;facebook;0;female;31;no;4;0;2,63;3,67;2,44;2,25;3,70;2,20;3,00;3,50;4,33;1,00;2,80;2,00;3,00;3,00;4,20
914;facebook;1;male;26;yes;2;0;3,63;3,78;3,67;3,00;4,50;3,40;4,00;4,25;3,67;3,50;3,40;2,75;2,50;4,00;4,80
915;facebook;1;female;48;no;3;0;4,13;3,67;4,00;3,13;3,90;3,60;5,00;4,25;3,00;3,00;4,00;3,25;2,50;3,00;4,20
916;facebook;1;female;59;no;3;0;2,38;3,33;3,67;3,88;3,30;2,20;2,50;4,25;2,00;2,50;3,80;4,25;4,00;2,67;3,80
917;facebook;1;male;28;no;4;0;2,50;3,33;2,89;2,75;4,60;1,60;4,50;4,00;2,67;1,00;3,20;2,75;3,50;4,00;4,80
918;facebook;1;male;24;yes;2;0;2,25;3,78;2,22;1,50;3,20;2,20;2,50;4,00;3,00;2,00;2,20;2,00;1,00;1,67;4,00
919;facebook;0;female;19;no;4;0;2,00;4,44;4,22;3,38;2,50;1,80;2,50;4,50;4,67;4,50;3,80;3,75;3,00;2,33;3,00
920;facebook;0;female;26;no;;0;4,25;3,44;3,78;4,38;4,50;4,20;4,00;4,00;3,00;3,00;3,80;4,75;3,50;4,33;4,40
921;facebook;0;male;22;no;;4;2,13;3,44;2,44;3,88;4,70;2,00;1,50;4,00;3,00;1,50;2,20;2,75;5,00;5,00;4,60
922;facebook;2;male;32;no;4;0;3,00;4,67;4,00;2,50;3,30;2,60;3,50;4,25;5,00;3,50;4,00;2,00;4,00;2,33;3,60
923;facebook;0;male;22;yes;1;1;4,38;3,56;3,89;2,00;3,50;4,80;3,50;4,50;1,33;4,00;3,80;2,50;1,50;2,33;4,20
924;facebook;0;male;26;yes;2;1;2,63;2,89;3,33;4,00;3,90;2,60;2,50;3,25;2,33;3,50;2,80;3,75;4,00;3,33;4,00
925;facebook;0;male;25;yes;3;1;3,38;3,56;3,00;2,38;4,10;3,00;4,00;4,00;3,00;2,50;2,80;2,50;2,00;3,67;4,20
926;facebook;0;male;29;yes;2;1;4,25;2,89;2,44;3,88;3,80;4,20;4,00;3,50;2,00;2,50;2,00;3,75;3,50;5,00;3,60
927;facebook;0;male;20;yes;1;1;2,50;3,00;4,11;3,00;4,70;2,20;3,50;3,50;2,33;5,00;3,80;3,00;3,00;4,67;4,80
928;facebook;0;male;20;yes;3;1;3,50;3,56;3,44;3,38;4,10;3,00;5,00;3,75;3,33;3,50;3,00;3,00;3,50;3,67;4,40
929;facebook;0;male;22;yes;5;1;1,75;3,89;3,67;1,50;4,50;1,40;2,00;3,75;4,33;4,50;2,80;1,50;2,00;4,33;4,40
933;facebook;0;male;;;;0;2,38;2,78;2,78;3,63;3,30;2,00;3,00;2,75;3,00;2,50;2,60;4,00;2,50;3,00;3,60
934;facebook;1;female;27;no;4;0;3,13;3,89;3,44;3,75;3,60;2,80;4,00;4,25;3,33;2,00;3,80;4,00;3,00;3,33;3,60
935;facebook;3;male;20;yes;2;1;2,88;4,56;2,78;2,38;3,30;3,20;2,50;4,75;4,67;1,50;3,40;2,75;2,00;2,33;3,80
936;facebook;0;male;25;yes;1;0;2,38;2,78;2,67;3,25;4,10;2,20;2,50;2,50;3,67;2,00;2,40;2,75;3,50;3,67;4,40
937;facebook;0;male;28;yes;1;0;4,13;2,78;3,00;1,75;3,90;4,20;4,00;3,00;2,00;3,00;2,80;1,00;2,50;2,33;4,60
938;facebook;0;female;;;;0;3,25;2,89;3,22;2,75;3,70;2,60;4,50;3,25;2,67;2,50;3,20;3,00;2,50;4,33;3,80
939;facebook;0;male;21;yes;2;1;2,75;3,44;3,33;4,13;3,60;2,80;2,00;4,00;2,33;1,50;3,40;4,50;4,00;3,33;3,80
940;facebook;0;female;23;yes;1;1;1,63;2,78;3,22;4,00;3,40;1,60;1,50;3,00;2,33;2,50;3,20;3,75;4,50;3,67;3,60
941;facebook;0;female;;no;;0;2,13;3,22;3,33;3,25;3,40;2,60;1,50;3,25;3,67;2,50;3,60;3,25;3,00;3,33;3,60
942;facebook;0;female;26;no;;3;3,38;3,78;4,22;4,00;3,70;3,60;2,50;4,50;2,67;4,00;4,20;4,50;3,50;3,67;3,60
943;facebook;0;male;23;;;0;2,63;3,67;2,89;3,63;3,20;2,60;3,00;3,75;3,33;2,50;3,00;3,50;3,50;1,67;3,60
945;facebook;3;male;21;yes;3;1;1,88;4,22;2,89;2,25;3,50;1,60;2,50;3,75;4,67;2,50;3,20;2,75;2,00;4,33;3,20
946;facebook;3;female;20;no;5;5;4,25;4,00;2,78;2,38;3,70;4,20;4,00;4,25;3,67;1,50;3,00;2,75;2,00;3,33;3,80
947;facebook;3;male;23;no;4;4;3,63;4,44;2,22;2,88;4,10;3,20;4,00;4,50;4,33;1,00;2,40;3,00;2,50;3,00;4,40
948;facebook;0;male;25;yes;1;1;2,13;4,33;2,56;1,88;3,50;1,80;2,50;5,00;4,00;3,00;2,40;2,00;1,50;4,33;3,20
949;facebook;0;male;28;yes;2;1;3,13;3,22;3,56;3,25;3,40;2,60;4,00;4,00;2,33;2,50;4,00;2,75;4,00;4,00;3,00
950;facebook;0;female;;yes;;0;1,50;2,89;2,33;4,00;3,40;1,20;2,50;3,00;3,67;1,00;2,60;4,00;3,50;2,33;3,80
951;facebook;3;female;26;no;3;9;2,88;3,78;3,78;4,00;3,30;2,40;4,00;4,00;3,67;3,50;3,80;4,25;3,00;2,33;3,60
952;facebook;0;male;24;yes;3;1;2,63;3,44;3,56;3,50;3,50;2,60;3,00;4,00;2,67;2,50;3,80;3,25;4,00;3,00;4,00
953;facebook;0;male;20;yes;1;1;1,38;3,78;2,22;3,38;3,30;1,20;2,00;3,25;4,33;1,50;2,20;3,75;3,00;4,67;2,80
954;facebook;0;female;23;yes;1;1;2,50;2,89;2,89;4,63;4,40;2,00;3,50;4,25;2,00;2,00;2,80;4,75;4,00;5,00;4,00
955;facebook;0;male;21;yes;2;1;3,38;3,00;2,67;3,50;3,20;3,00;4,00;3,50;2,33;1,50;3,20;3,50;3,00;2,33;3,60
956;facebook;0;male;25;yes;3;1;4,13;3,56;3,89;2,13;4,00;4,00;4,50;3,25;3,33;3,00;4,20;2,25;2,00;4,00;4,00
957;facebook;0;male;25;yes;3;1;3,50;4,11;3,00;2,75;4,40;3,00;4,50;3,75;4,33;2,00;2,80;2,25;3,50;3,33;5,00
958;facebook;0;female;;;;0;3,88;3,11;2,11;2,88;3,80;3,80;4,00;3,50;2,00;1,50;2,20;3,00;2,50;4,00;3,80
959;facebook;0;male;26;yes;2;0;2,88;3,78;3,67;1,88;3,60;2,40;4,50;3,75;3,33;3,00;3,80;2,25;1,00;3,00;4,00
960;facebook;0;male;21;yes;1;1;2,13;3,00;2,67;3,63;3,20;1,80;3,00;3,00;2,67;2,00;2,80;3,75;2,50;2,67;3,40
961;facebook;0;male;23;yes;4;1;3,50;3,11;3,00;3,38;3,70;3,80;2,50;3,75;1,67;3,00;2,60;2,50;4,50;3,33;3,80
962;facebook;0;male;19;no;;3;2,50;2,78;4,44;1,13;4,20;2,20;3,50;3,00;2,67;5,00;4,20;1,25;1,00;3,67;4,20
963;facebook;0;female;18;no;2;3;3,38;3,11;3,11;3,38;4,60;3,00;3,50;3,50;3,00;2,00;3,00;3,75;2,50;4,67;4,80
964;facebook;0;female;19;no;;7;3,63;3,11;2,78;4,75;4,40;2,80;5,00;4,00;2,00;1,00;2,80;4,50;5,00;3,33;4,80
966;facebook;0;female;58;no;;6;2,13;2,78;3,56;4,50;3,20;2,00;3,00;3,25;1,33;2,00;4,00;4,25;5,00;4,33;2,60
967;facebook;0;female;29;no;;6;3,13;3,22;2,67;2,25;1,20;4,00;2,00;2,50;4,67;1,50;3,60;3,00;1,00;1,67;1,00
968;facebook;0;male;18;yes;;1;4,13;2,89;3,78;2,63;3,40;4,00;4,50;3,25;3,33;4,00;3,60;2,00;3,50;2,33;3,80
969;facebook;0;male;22;yes;;0;3,13;4,44;3,78;3,25;3,80;3,00;3,50;3,75;5,00;3,50;3,60;3,75;2,00;4,33;3,80
970;facebook;0;female;18;no;;3;3,13;3,56;3,11;3,13;2,60;3,20;3,00;3,25;3,33;2,50;3,20;4,25;2,00;2,67;2,40
971;facebook;0;male;;;;0;2,38;3,44;3,33;2,38;4,60;2,20;2,50;3,75;2,33;2,50;3,40;3,00;1,50;4,33;4,60
972;facebook;0;female;18;no;;3;2,25;4,11;3,33;2,88;3,90;2,00;3,00;4,00;4,33;3,50;3,00;3,00;2,00;4,33;3,80
973;facebook;0;female;19;no;;5;3,25;4,44;2,44;2,25;3,30;3,20;3,00;4,25;4,67;2,50;2,20;2,50;1,00;4,00;2,80
974;facebook;0;female;19;no;;3;3,38;3,22;2,33;3,38;4,30;3,60;3,00;3,50;3,00;2,00;2,20;3,75;2,50;4,67;4,20
975;facebook;0;male;18;no;;3;3,50;3,00;2,33;3,25;4,20;3,20;4,00;3,50;2,33;1,50;2,40;3,75;3,00;3,00;4,80
976;facebook;0;female;23;no;1;6;1,88;4,00;2,22;3,63;4,70;1,20;4,00;3,50;4,33;1,50;2,00;3,75;3,00;4,00;5,00
977;facebook;0;female;19;no;;3;4,50;3,33;4,22;3,25;4,50;4,60;4,00;4,00;2,67;3,00;4,60;3,50;2,50;4,33;4,40
978;facebook;0;female;18;no;;6;4,75;3,89;3,33;2,25;4,60;4,60;5,00;4,50;4,00;2,00;3,40;2,75;1,50;4,33;4,80
980;facebook;0;female;22;no;2;6;2,75;2,56;2,22;3,63;4,20;3,00;2,50;3,00;1,67;2,00;2,20;3,50;3,00;4,67;4,00
981;facebook;0;female;19;no;3;4;4,13;2,89;2,00;3,88;4,30;4,60;3,00;3,75;2,00;1,50;2,00;3,75;4,00;4,33;4,20
982;facebook;5;female;48;no;2;0;1,88;4,56;4,22;3,75;2,10;1,20;4,00;5,00;3,67;5,00;4,40;4,25;3,50;2,67;1,60
983;facebook;0;male;20;no;2;0;3,88;4,11;3,33;2,75;2,90;3,40;4,50;4,50;3,00;3,00;3,00;2,50;3,00;1,33;3,60
984;facebook;0;female;21;no;;7;3,88;3,67;3,00;3,63;3,70;3,60;4,50;4,25;2,67;2,50;3,00;3,75;3,00;3,00;4,20
985;facebook;0;female;36;no;3;0;3,63;4,33;3,89;2,13;4,30;3,40;4,00;4,75;3,33;3,50;4,00;2,50;1,50;5,00;4,00
986;facebook;0;male;33;yes;2;0;3,00;3,67;3,44;2,88;3,30;2,40;4,00;4,00;3,33;3,00;3,40;3,00;2,00;2,33;3,60
987;facebook;0;female;21;no;4;2;4,13;4,11;3,56;2,75;4,10;4,00;4,00;4,75;3,33;3,00;3,60;3,75;1,50;4,00;4,00
988;facebook;0;male;21;yes;5;1;4,25;4,11;3,78;2,13;3,90;3,80;5,00;4,75;3,00;3,50;3,80;2,50;1,50;4,00;3,80
989;facebook;0;female;19;no;;8;3,63;4,67;2,67;2,75;3,00;3,40;3,50;4,50;4,67;2,50;2,80;3,00;2,00;2,67;3,40
990;facebook;0;male;19;;;0;2,88;3,33;2,78;3,13;3,10;2,00;4,50;3,75;3,00;2,50;2,60;3,00;2,50;1,67;3,60
991;facebook;5;male;52;yes;2;0;3,00;3,44;4,89;4,00;2,90;2,40;4,50;3,75;3,33;4,50;5,00;4,50;2,50;1,33;3,60
993;facebook;0;female;18;no;2;0;3,25;4,56;4,78;3,00;3,70;2,20;5,00;5,00;3,67;5,00;4,60;4,00;1,00;3,00;4,00
994;facebook;0;male;;;;0;3,13;3,78;2,67;2,63;2,60;3,00;3,50;4,25;3,33;3,50;2,20;2,50;2,50;2,67;2,60
995;facebook;0;male;22;no;;3;4,13;3,33;2,67;2,88;3,20;4,40;3,00;3,75;2,33;2,00;2,80;3,00;2,50;2,67;3,60
997;facebook;0;female;;no;;0;3,50;4,33;3,56;2,88;2,90;3,00;4,50;4,25;4,33;2,50;3,80;3,25;2,00;2,67;3,20
998;facebook;0;female;21;no;3;0;2,63;2,78;3,22;4,75;3,60;1,80;4,00;4,00;1,33;1,50;3,40;5,00;4,00;2,67;4,20
999;facebook;0;female;22;no;2;0;3,13;4,22;2,56;3,13;4,20;2,80;4,00;4,25;4,00;2,00;2,80;3,50;3,00;4,67;4,20
1000;facebook;0;female;20;no;;0;2,00;3,33;3,56;4,00;2,70;1,20;3,50;3,75;3,00;3,00;3,60;4,50;3,50;2,00;3,20
1001;facebook;0;female;20;yes;2;1;3,00;4,22;3,22;3,13;3,60;3,00;3,00;4,25;4,33;3,00;3,40;2,50;4,50;4,33;3,20
1002;facebook;0;female;22;no;3;0;4,13;2,56;4,11;3,88;3,30;4,00;4,50;3,50;1,33;3,00;4,20;4,25;4,50;3,00;3,40
1003;facebook;0;male;;no;;0;4,75;4,11;2,89;3,50;4,70;4,60;5,00;4,50;4,00;1,00;3,00;4,00;2,00;5,00;4,40
1004;facebook;0;female;20;no;;10;3,75;2,78;3,11;3,63;3,50;3,60;4,00;3,50;1,67;3,00;3,00;3,50;4,00;4,00;3,00
1006;facebook;0;female;25;no;4;3;3,38;3,56;2,56;4,25;2,80;3,40;3,00;4,00;3,00;2,00;2,60;4,50;3,50;2,00;3,20
1007;facebook;0;female;20;no;4;0;4,75;4,33;3,33;2,63;4,00;4,80;4,50;4,25;4,00;3,00;3,40;3,25;1,50;3,33;4,40
1008;facebook;0;female;22;no;;5;3,50;3,67;3,78;1,75;3,90;3,20;4,00;4,00;3,00;4,50;3,20;2,25;1,00;4,00;4,00
1009;facebook;0;female;22;yes;;0;3,75;3,11;2,00;2,13;4,10;4,00;3,00;3,00;3,67;2,00;2,00;2,50;1,50;4,00;4,20
1010;facebook;0;male;25;no;;2;4,38;3,11;2,56;2,13;4,90;4,00;5,00;4,00;1,67;1,50;2,20;3,25;1,00;4,67;5,00
1011;facebook;0;male;25;yes;1;1;2,63;3,11;3,00;3,63;4,70;2,40;3,00;3,25;2,67;2,50;2,60;3,00;4,50;4,67;4,60
1012;facebook;0;female;21;no;3;6;3,38;3,22;2,89;3,50;3,80;3,20;3,50;3,75;2,67;2,50;2,80;3,75;3,00;4,33;3,60
