id ; sentences ; items ; chars ; allTypes ; wordTypes ; skip ; compound ; hashtags ; links ; punct; questions ; exclam ; numbers ; upcase ; lowcase ; firstup ; pt-lexicon ; added ; verb-pro ; names ; en-lexicon ; rewrite ; mispell ; foreign ; emo+ ; emo- ; emo* ; laugh ; emph ; echars ; unkn ; 1funct;2pronoun;3ppron;4i;5we;6you;7shehe;8they;9ipron;10article;11verb;12auxverb;13past;14present;15future;16adverb;17preps;18conj;19negate;20quant;21number;22swear;23social;24family;25friend;26humans;27affect;28posemo;29negemo;30anx;31anger;32sad;33cogmech;34insight;35cause;36discrep;37tentat;38certain;39inhib;40incl;41excl;42percept;43see;44hear;45feel;46bio;47body;48health;49sexual;50ingest;51relativ;52motion;53space;54time;55work;56achieve;57leisure;58home;59money;60relig;61death;62assent;63nonfl;64filler;BPconcr;BPsubj;BPimage;BPaoa;m ; f ; s ; p ; aument ; dimin ; superlat ; N ; A ; PREP ; CONJ ; ADV ; PREFIX ; SIGLA ; ABREV ; INTERJ ; DET ; def ; indef ; NUM ; numC ; numO ; numM ; numF ; PRO ; proDem ; proIndef ; proRel ; proInterr ; proTrat ; proPoss ; proPess;acusativa ; dativa ; nominativa ; obliqua ; reflexa ; p1 ; p2 ; p3; V ; VW ; VG ; VK ; VP ; VI ; VJ ; VF ; VQ ; VS ; VT ; VU ; VY ; VC; V1s ; V2s ; V3s ; V1p ; V2p ; V3p 
1161;112;732;3486;376;337;0,0014;0,0232;0,0423;0,0027;0,2022;0,0068;0,0164;0,015;0,0273;0,7705;0,2022;0,9098;0,0068;0,0014;0,0191;0,0328;0,0164;0,0219;0,0014;0;0;0,0014;0,0219;0,0014;0,0465;0,0027;0,4809;0,1708;0,1052;0,0383;0,0027;0,0615;0,0423;0,0082;0,1038;0,0683;0,1585;0,0628;0,0246;0,1189;0,0055;0,0533;0,1025;0,1079;0,015;0,0902;0,0164;0,0697;0,194;0,015;0,0123;0,1325;0,1503;0,1134;0,0328;0,0055;0,0082;0,015;0,3934;0,041;0,0314;0,0874;0,1202;0,0669;0,0451;0,1366;0,0915;0,0601;0,0178;0,0109;0,0205;0,056;0,0123;0,0068;0,026;0,1093;0,2309;0,0738;0,0656;0,1148;0,0232;0,0533;0,0178;0,0027;0,015;0,0027;0,0055;0,0055;0,0205;0,0014;4,2086;5,1043;4,5549;3,408;0,9699;0,5738;1,3648;0,3142;0;0,0014;0;0,4385;0,1708;0,138;0,1175;0,1585;0,015;0,0041;0,0383;0,0014;0,0765;0,0383;0,0178;0,0205;0,0191;0;0;0,0014;0,4003;0,0519;0,1311;0,0464;0,0437;0,0096;0,0123;0,1093;0,082;0,041;0,0232;0,0464;0,026;0,0451;0,0219;0,0683;0,2828;0,0396;0,0164;0,0123;0,1352;0,0055;0,0219;0,0014;0;0,0451;0,0014;0,0273;0,1025;0,0014;0,138;0,0656;0,1831;0,0068;0;0,0014
1162;127;508;2796;209;167;0;0,002;0;0;0,8248;0,002;0,7795;0,002;0,0217;0,5709;0,4075;0,937;0,002;0;0,0256;0;0,0039;0,0118;0;0;0;0,0039;0,0157;0,0138;0,0683;0,002;0,3681;0,1457;0,0571;0,0079;0,0079;0,0354;0,0295;0,0079;0,1142;0,0472;0,1004;0,0472;0,0039;0,1004;0,002;0,0512;0,1102;0,063;0,002;0,0512;0,002;0,0709;0,128;0,0039;0,0138;0,189;0,2165;0,2028;0,0138;0,002;0,0098;0,0059;0,4508;0,0591;0,0256;0,0551;0,2087;0,0669;0,0669;0,1201;0,0551;0,122;0,0236;0,0059;0,0846;0,0492;0,0079;0,0118;0,0138;0,2008;0,2776;0,0354;0,0748;0,1752;0,0098;0,0157;0,0157;0,002;0,0098;0,0236;0,0059;0,0059;0,0236;0;4,1177;5,2621;4,5302;3,189;0,9646;0,6969;1,4843;0,3051;0;0,0039;0;0,6949;0,252;0,1398;0,0787;0,0886;0,0295;0,0039;0,0276;0;0,0354;0,0276;0,0039;0,0039;0,0039;0;0;0;0,2894;0,0472;0,0945;0,0354;0,0335;0,0059;0;0,0728;0,0551;0,0256;0,0157;0,0256;0,0138;0,0157;0,0059;0,0571;0,2421;0,0197;0,0059;0,0197;0,1161;0,0079;0,0118;0;0;0,0394;0;0,0177;0,1299;0,002;0,0906;0,0768;0,1693;0,002;0,002;0,0079
1163;424;5700;26529;1584;1528;0,0002;0,0126;0,0368;0;0,3354;0,0079;0,0112;0,0037;0,014;0,8595;0,1263;0,9635;0,0047;0,0011;0,0032;0,0198;0,006;0,0142;0,0018;0;0;0,0011;0,0009;0,0025;0,0121;0,0014;0,5781;0,2344;0,1551;0,0507;0,0035;0,0768;0,0742;0,0118;0,1381;0,0754;0,1991;0,0847;0,0521;0,1011;0,0161;0,0574;0,1198;0,1112;0,0318;0,0763;0,0154;0,0853;0,266;0,0126;0,0189;0,1321;0,1288;0,0861;0,0379;0,0067;0,0114;0,02;0,4344;0,0714;0,0523;0,0832;0,1172;0,0425;0,0542;0,1335;0,0974;0,0932;0,0228;0,024;0,0391;0,0921;0,0325;0,0163;0,0361;0,0893;0,2233;0,0684;0,0856;0,0939;0,0154;0,043;0,0242;0,006;0,0246;0,0053;0,004;0,0074;0,0267;0,0026;4,1824;5,191;4,5479;3,283;0,9214;0,6733;1,4823;0,3184;0;0,0047;0;0,4653;0,1404;0,1526;0,1204;0,1677;0,0119;0,0068;0,0491;0,0026;0,0953;0,0511;0,0191;0,0251;0,0223;0,0018;0,0002;0,0009;0,4691;0,0719;0,1244;0,0481;0,0391;0,0119;0,0226;0,1595;0,117;0,0484;0,0505;0,0516;0,0275;0,0702;0,0228;0,1095;0,3561;0,0489;0,0084;0,0184;0,1696;0,0193;0,0419;0,0042;0,0033;0,0353;0,0028;0,0372;0,116;0,004;0,1819;0,0958;0,2281;0,0051;0,0039;0,0082
1164;23;157;881;109;96;0,0064;0;0;0,0127;0,3567;0,0064;0,1274;0,1019;0,0255;0,7197;0,2548;0,879;0,0255;0,0064;0,0382;0,0127;0;0,0127;0,0064;0;0;0;0,0064;0;0,0079;0,0191;0,4395;0,1465;0,0892;0,0255;0;0,0573;0,051;0,0064;0,1083;0,0828;0,1146;0,051;0,0318;0,0955;0;0,0255;0,1338;0,0318;0,0382;0,0701;0,0255;0,0637;0,1083;0;0,0191;0,1274;0,1274;0,0892;0,0446;0,0127;0,0382;0,0064;0,3503;0,0318;0,0191;0,0637;0,0764;0,0255;0,0637;0,1338;0,0764;0,0573;0,0318;0;0,0318;0,0446;0,0064;0;0,0064;0,0828;0,2229;0,0828;0,1146;0,0637;0,0255;0,0637;0,051;0,0064;0;0;0,0127;0,0064;0,0191;0;4,2675;4,9124;4,4594;4,0896;0,9172;0,4777;1,3185;0,172;0;0,0064;0;0,4968;0,1656;0,1465;0,0318;0,1083;0,0127;0,0064;0,0318;0;0,1019;0,051;0,0191;0,0318;0,0191;0,0127;0;0;0,293;0,0892;0,0701;0,0191;0,0191;0;0,0191;0,0764;0,0701;0,0191;0;0,0191;0,0191;0,0255;0,0064;0,0637;0,2611;0,0127;0,0064;0,0064;0,1592;0;0,0191;0;0;0,0382;0;0,0191;0,1529;0;0,0955;0,1019;0,2038;0;0;0,0064
1165;607;10352;49342;3014;2895;0,0022;0,0094;0,0102;0;0,2515;0,0091;0,0083;0,0234;0,0135;0,8827;0,1035;0,9477;0,0108;0,002;0,0088;0,0224;0,0156;0,0077;0,003;0,0001;0;0,0001;0,0001;0,0006;0,0011;0,0021;0,5578;0,1959;0,1238;0,0357;0,003;0,069;0,0622;0,014;0,126;0,0702;0,1733;0,074;0,0289;0,1155;0,0071;0,0469;0,1478;0,1049;0,0288;0,0653;0,0158;0,0696;0,2202;0,0042;0,0079;0,116;0,104;0,0681;0,0314;0,0056;0,0149;0,012;0,4416;0,0654;0,0562;0,0724;0,1134;0,039;0,0611;0,1435;0,0985;0,0693;0,0181;0,0147;0,0298;0,0613;0,0266;0,0104;0,016;0,0888;0,2333;0,068;0,1032;0,1062;0,0217;0,049;0,0263;0,0043;0,0249;0,0065;0,007;0,0127;0,0229;0,0014;4,1978;5,0949;4,4767;3,619;0,899;0,6168;1,366;0,3183;0;0,0057;0,0002;0,4412;0,153;0,1937;0,113;0,1485;0,0215;0,0127;0,0394;0,0016;0,093;0,0474;0,0201;0,0255;0,0212;0,0025;0,0001;0,0017;0,4134;0,0715;0,1072;0,0423;0,0373;0,0129;0,0155;0,1344;0,0904;0,037;0,0382;0,0387;0,0202;0,0532;0,0138;0,1035;0,3331;0,0602;0,012;0,0202;0,156;0,0061;0,0216;0,0017;0,0031;0,0371;0,0016;0,0432;0,1181;0,0041;0,1534;0,0879;0,2187;0,0035;0,0023;0,0126
1166;582;8491;40241;1234;1178;0;0,0005;0;0,0001;0,2395;0,0018;0,061;0,0022;0,7861;0,1498;0,0595;0,9651;0,0038;0,0014;0,0161;0,0024;0,0365;0,0411;0,0001;0,0001;0,0001;0,0007;0,0064;0,0021;0,015;0,0007;0,4974;0,1507;0,0974;0,0069;0,0158;0,0713;0,0534;0,021;0,0957;0,0677;0,0945;0,0405;0,019;0,0824;0,0061;0,0238;0,1922;0,0786;0,0046;0,0717;0,0097;0,0883;0,1949;0,0049;0,0345;0,1609;0,2173;0,206;0,0101;0,002;0,004;0,0039;0,4096;0,0409;0,025;0,0535;0,1126;0,0648;0,0511;0,1739;0,0435;0,1133;0,0267;0,0114;0,0552;0,0932;0,0251;0,0175;0,0511;0,0897;0,1933;0,0333;0,1093;0,1535;0,0152;0,0687;0,0214;0,0119;0,0166;0,0034;0,0032;0,0029;0,0238;0;4,1647;5,0843;4,5968;3,4895;0,9723;0,6592;1,47;0,3234;0;0,0228;0;0,6098;0,2063;0,2911;0,0882;0,0657;0,0252;0,0028;0,0561;0,0019;0,0767;0,0459;0,0151;0,0157;0,0152;0,0002;0,0001;0,0001;0,3117;0,0513;0,0983;0,0239;0,0227;0,0095;0,0298;0,0764;0,0617;0,0148;0,0122;0,0154;0,0071;0,0219;0,01;0,0842;0,2903;0,0272;0,0048;0,0196;0,142;0,0014;0,0061;0,0011;0,0011;0,0695;0,0005;0,0232;0,1575;0,0004;0,1292;0,0916;0,1931;0,008;0,0012;0,0061
1167;95;273;1201;177;157;0,022;0,0037;0,0037;0;0,2491;0;0,0293;0,0183;0,2491;0,5201;0,2271;0,8535;0;0;0,0366;0,0513;0,044;0,0073;0;0;0;0;0,0147;0,0037;0,0291;0,0183;0,4908;0,2344;0,1465;0,0183;0,0037;0,1136;0,0952;0,0256;0,1648;0,0952;0,1392;0,0549;0,022;0,0916;0,0037;0,0586;0,1172;0,1026;0,022;0,0623;0,0073;0,0623;0,2454;0,0073;0,011;0,0916;0,1136;0,0916;0,0183;0;0,0073;0,011;0,3516;0,0549;0,044;0,0586;0,0952;0,0366;0,0366;0,0879;0,0806;0,0623;0,011;0,0183;0,0183;0,0403;0,0147;0;0,022;0,0806;0,1685;0,0659;0,0696;0,0842;0,0256;0,0293;0,022;0,0037;0,0293;0,0147;0;0,0073;0,0256;0;4,2829;5,0506;4,4784;3,5823;1,0403;0,5824;1,4176;0,3333;0;0;0;0,4359;0,1099;0,1465;0,1136;0,1502;0,0147;0,011;0,044;0,0037;0,1172;0,0806;0,0147;0,022;0,0147;0;0;0,0073;0,5018;0,1062;0,1209;0,0513;0,033;0,0183;0,022;0,1538;0,1209;0,033;0,0293;0,033;0,022;0,0293;0,0183;0,1502;0,2784;0,0366;0,0037;0,0073;0,1465;0,0073;0,0183;0;0;0,0476;0,0147;0,0256;0,1172;0;0,1575;0,0733;0,2051;0;0;0,011
1168;458;8927;43683;3036;2839;0,0012;0,003;0,0021;0,0001;0,2225;0,0117;0,0153;0,014;0,0212;0,8445;0,134;0,7305;0,0072;0,0008;0,0156;0,1786;0,0134;0,0105;0,0515;0;0,0001;0,0001;0,0004;0,0065;0,009;0,0073;0,384;0,1325;0,0803;0,0065;0,0037;0,0572;0,0562;0,0142;0,1026;0,0671;0,1239;0,0578;0,0206;0,0841;0,005;0,0279;0,1173;0,0721;0,017;0,0425;0,0104;0,0528;0,1615;0,0025;0,0049;0,0712;0,0793;0,0414;0,0327;0,0073;0,013;0,0093;0,3191;0,0483;0,0385;0,0578;0,0744;0,0295;0,0404;0,104;0,0747;0,049;0,0134;0,0139;0,0153;0,0347;0,0155;0,0067;0,011;0,0597;0,1494;0,0496;0,0766;0,0593;0,019;0,0364;0,0174;0,0035;0,0205;0,0046;0,0045;0,0108;0,0282;0,0015;4,1545;4,9332;4,3776;4,0078;0,7112;0,4849;1,0637;0,2759;0,0001;0,0007;0,0002;0,3487;0,1106;0,1711;0,0802;0,1071;0,0211;0,0178;0,0444;0,0004;0,0824;0,0507;0,0143;0,0174;0,0162;0,0006;0,0001;0,0004;0,3095;0,0723;0,0699;0,035;0,0313;0,0031;0,0064;0,1016;0,0875;0,0328;0,0105;0,0333;0,0103;0,0175;0,0137;0,09;0,2482;0,0338;0,011;0,0197;0,1162;0,0031;0,017;0,0006;0,0058;0,028;0,0022;0,0332;0,085;0,0012;0,0992;0,0641;0,1545;0,006;0,0011;0,0165
117;219;2575;12579;1185;1115;0;0,0016;0,0058;0,0016;0,2497;0,0113;0,0054;0,0151;0,021;0,8439;0,1344;0,861;0,0058;0,0004;0,0183;0,0948;0,0179;0,014;0,0089;0,0004;0;0,0012;0,0023;0,0004;0,0052;0,0062;0,4792;0,1414;0,085;0,014;0,0027;0,0563;0,0532;0,0132;0,1068;0,0699;0,1406;0,0617;0,0338;0,0882;0,005;0,0357;0,1685;0,0796;0,0113;0,0563;0,0167;0,0528;0,1635;0,0023;0,0054;0,0738;0,075;0,0431;0,0299;0,0039;0,0128;0,0101;0,3713;0,0544;0,035;0,0586;0,0951;0,0318;0,0489;0,1305;0,0711;0,0551;0,0221;0,0101;0,0225;0,0412;0,0183;0,0082;0,0054;0,0905;0,2128;0,0649;0,1033;0,1017;0,0276;0,0388;0,0198;0,0078;0,0291;0,0031;0,0023;0,0155;0,0198;0,0019;4,3055;5,0629;4,4884;3,9231;0,8272;0,5437;1,2303;0,3002;0;0,0019;0;0,3992;0,1285;0,2501;0,0889;0,1247;0,0198;0,014;0,0412;0,0004;0,0936;0,0497;0,0198;0,0241;0,0206;0,0019;0;0,0016;0,3379;0,0664;0,0816;0,0384;0,0353;0,0039;0,0085;0,1095;0,0932;0,0381;0,0148;0,0384;0,0113;0,0217;0,0097;0,0963;0,2656;0,0338;0,0097;0,0163;0,125;0,0085;0,0295;0,0019;0,0082;0,0256;0,0016;0,026;0,0839;0,0027;0,1165;0,068;0,1538;0,0019;0,0012;0,021
118;139;1518;7269;725;665;0,0013;0,0033;0,0007;0,0053;0,2484;0,0145;0,0329;0,025;0,029;0,8531;0,1153;0,8847;0,0125;0,0013;0,0178;0,0626;0,0481;0,0257;0,0046;0;0;0,0007;0,004;0,0013;0,0073;0,0092;0,4829;0,1436;0,0929;0,0204;0,002;0,0586;0,0599;0,0105;0,1014;0,0823;0,1548;0,0652;0,0316;0,1034;0,0053;0,0428;0,1489;0,0751;0,0178;0,0692;0,0237;0,0599;0,1706;0,0033;0,0033;0,0731;0,0982;0,0738;0,0217;0,0072;0,0072;0,0066;0,3906;0,0632;0,0468;0,0527;0,1061;0,0362;0,054;0,1318;0,0672;0,054;0,0145;0,0138;0,0217;0,0534;0,0231;0,0072;0,0132;0,0942;0,2055;0,0652;0,1094;0,1008;0,0356;0,0481;0,0264;0,002;0,0316;0,0066;0,002;0,0165;0,0224;0,0007;4,3499;5,007;4,5228;3,7574;0,8162;0,5916;1,3333;0,253;0;0,002;0;0,3821;0,143;0,2062;0,085;0,1153;0,0237;0,0165;0,0389;0,0013;0,1219;0,0422;0,0362;0,0435;0,0382;0,004;0;0,0013;0,359;0,0606;0,1021;0,0336;0,0283;0,0099;0,0138;0,1199;0,0929;0,0474;0,0204;0,0481;0,0165;0,0316;0,0178;0,1034;0,2978;0,0474;0,0072;0,0145;0,1232;0,0046;0,031;0,002;0,002;0,0428;0,0066;0,0395;0,1192;0,0013;0,1304;0,0771;0,1963;0,0059;0,0033;0,0191
119;92;1434;7178;652;584;0,0007;0,0084;0,0307;0;0,3682;0,0098;0,1032;0,0098;0,016;0,8061;0,1778;0,9317;0,0077;0;0,0188;0,0077;0,0907;0,0195;0,0021;0,0042;0;0,0007;0,0105;0,0035;0,0192;0,0126;0,5195;0,2085;0,1213;0,0328;0,0167;0,0635;0,0432;0,0188;0,1241;0,0635;0,1674;0,0676;0,0258;0,1179;0,0091;0,053;0,1248;0,1123;0,023;0,0642;0,0146;0,0907;0,2336;0,0105;0,0286;0,1269;0,1318;0,1046;0,0251;0,0063;0,007;0,0084;0,4191;0,069;0,0446;0,0844;0,1046;0,0586;0,0481;0,1248;0,1011;0,0621;0,0188;0,0181;0,0209;0,0572;0,0258;0,0077;0,0223;0,076;0,1994;0,0474;0,0753;0,0809;0,0286;0,0551;0,0146;0,0014;0,0251;0,0139;0,0056;0,0146;0,0244;0;4,1423;5,0808;4,4583;3,5068;0,9965;0,6534;1,3173;0,4902;0,0007;0,0084;0;0,4254;0,1506;0,2001;0,122;0,1548;0,0077;0,0056;0,0384;0,0063;0,0767;0,0432;0,0153;0,0181;0,016;0,0021;0;0;0,4658;0,0809;0,106;0,0523;0,0488;0,0126;0,0286;0,1527;0,129;0,0844;0,0188;0,0851;0,0279;0,0809;0,0153;0,1137;0,3033;0,0279;0,0132;0,0167;0,182;0,0028;0,0286;0,0028;0,0007;0,0314;0,0035;0,0195;0,1032;0,0021;0,1179;0,0934;0,1604;0,0181;0,0007;0,0153
120;172;1795;8618;755;709;0;0,0412;0,0579;0,0006;0,327;0,0167;0,0864;0,0072;0,0167;0,8769;0,1064;0,9109;0,0022;0,0011;0,0184;0,0529;0,0373;0,029;0,0039;0,0006;0;0;0,0089;0,0006;0,0111;0,0006;0,5326;0,1922;0,1131;0,0206;0,0022;0,078;0,0602;0,0156;0,1326;0,0663;0,1565;0,0752;0,0223;0,1136;0,0111;0,0535;0,1409;0,107;0,029;0,0708;0,0095;0,0607;0,2128;0,0095;0,0139;0,1198;0,122;0,0825;0,0373;0,0039;0,0134;0,0189;0,4134;0,0552;0,0485;0,0724;0,0914;0,0485;0,0535;0,1393;0,0825;0,0713;0,0184;0,0139;0,0306;0,063;0,024;0,015;0,0145;0,0769;0,2145;0,0613;0,0964;0,1025;0,0306;0,0652;0,0212;0,0061;0,0262;0,0022;0,005;0,0078;0,0362;0,0006;4,2436;5,1692;4,54;3,3725;0,8875;0,6479;1,3749;0,3248;0,0011;0,0028;0;0,4568;0,1471;0,1705;0,117;0,1632;0,0201;0,0078;0,049;0,0011;0,0774;0,0529;0,0106;0,0139;0,0106;0,0017;0;0,0017;0,4167;0,0836;0,1058;0,0435;0,0379;0,0156;0,0139;0,1237;0,0947;0,0329;0,0318;0,034;0,015;0,0362;0,0184;0,1058;0,3242;0,0435;0,0111;0,0206;0,1911;0,0017;0,0184;0,0028;0,0033;0,0256;0;0,0318;0,1164;0,0061;0,132;0,1019;0,1972;0,0111;0;0,0173
121;242;1740;9164;793;655;0;0,0011;0,0011;0;0,3489;0,0092;0,0759;0,0149;0,0167;0,7247;0,2586;0,8632;0,0069;0;0,046;0,0069;0,0414;0,0167;0,0006;0,004;0,0029;0,0086;0,0471;0,0121;0,1268;0,0017;0,4615;0,1701;0,1178;0,0351;0,004;0,0707;0,0517;0,0161;0,096;0,0621;0,1391;0,0575;0,0276;0,0897;0,0023;0,046;0,1218;0,077;0,0207;0,0471;0,0121;0,0667;0,1816;0,0098;0,0247;0,1178;0,1006;0,0701;0,0276;0,0075;0,0063;0,0121;0,3305;0,05;0,0374;0,0402;0,0782;0,0368;0,0385;0,1282;0,058;0,0736;0,027;0,0098;0,0282;0,0626;0,0167;0,0092;0,0213;0,0943;0,2103;0,0667;0,0971;0,0747;0,0172;0,0414;0,023;0,0075;0,019;0,0121;0,0046;0,0063;0,0247;0,0017;4,2976;5,0195;4,5602;3,5775;0,8511;0,5621;1,2667;0,2885;0;0,0092;0;0,4575;0,1569;0,1862;0,0822;0,1075;0,0086;0,0052;0,0374;0,0011;0,0724;0,0466;0,0103;0,0155;0,0132;0,0023;0;0;0,3293;0,0672;0,0736;0,0241;0,0184;0,0126;0,0299;0,1075;0,0828;0,0356;0,0201;0,0356;0,0178;0,0466;0,0155;0,092;0,2845;0,0299;0,0115;0,0264;0,1511;0,0029;0,0224;0,0046;0,0011;0,0299;0,0017;0,0247;0,0937;0;0,1218;0,073;0,1511;0,0023;0,0017;0,0178
122;116;987;4885;505;438;0,002;0,0071;0,001;0;0,2371;0,0091;0,0284;0,0314;0,0111;0,8116;0,1773;0,8703;0,0071;0;0,0507;0,0314;0,0172;0,0111;0,002;0,002;0;0;0,0314;0;0,0493;0,003;0,4357;0,1489;0,1104;0,0193;0,001;0,0821;0,0659;0,0142;0,1013;0,0932;0,1307;0,0517;0,0334;0,078;0,0041;0,0426;0,1439;0,079;0,0101;0,0578;0,0193;0,0547;0,1753;0,0051;0,0142;0,0871;0,0932;0,076;0,0152;0,001;0,0081;0,0081;0,3546;0,0547;0,0274;0,0699;0,0851;0,0314;0,0557;0,1479;0,0638;0,0557;0,0193;0,003;0,0263;0,0527;0,0223;0,0051;0,0122;0,079;0,1834;0,0638;0,0881;0,0871;0,0152;0,0365;0,0223;0,0061;0,0182;0,0071;0,0061;0,0071;0,0344;0;4,3322;5,0439;4,5559;3,6067;0,8906;0,6515;1,3202;0,305;0;0,0041;0;0,4428;0,155;0,1884;0,0831;0,1054;0,0122;0,0111;0,0659;0;0,1104;0,0638;0,0182;0,0284;0,0223;0,0051;0;0,001;0,3698;0,075;0,0952;0,0375;0,0294;0,0132;0,0101;0,1145;0,0871;0,0223;0,0203;0,0243;0,0122;0,0253;0,0122;0,1054;0,2482;0,0284;0,0132;0,0233;0,1165;0,0081;0,0284;0,001;0,0051;0,0182;0,001;0,0263;0,0709;0,001;0,1145;0,0527;0,1378;0,002;0;0,0132
123;40;312;1597;181;155;0;0,0032;0,0064;0;0,484;0,0128;0,0673;0,0256;0,0481;0,7244;0,2276;0,9038;0;0;0,0577;0,0064;0,0321;0,0064;0;0;0;0,0096;0,0192;0,0032;0,0376;0;0,4808;0,1603;0,0962;0,0321;0;0,0609;0,0321;0,016;0,0865;0,0769;0,1442;0,0577;0,016;0,0994;0,0096;0,0577;0,0962;0,0801;0,016;0,1058;0,0288;0,0673;0,2115;0,0096;0,0353;0,1154;0,1538;0,1282;0,0256;0,0064;0,0128;0,0064;0,3846;0,0417;0,0321;0,0673;0,1218;0,0577;0,0513;0,1314;0,0769;0,0577;0,0256;0,0064;0,0192;0,0769;0,0256;0,0096;0,0321;0,0737;0,2212;0,0513;0,0673;0,1186;0,0064;0,0545;0,016;0;0,0128;0;0,0064;0,0064;0,0064;0;4,2108;5,1577;4,6003;3,2409;1,0288;0,4263;1,3494;0,2917;0;0,0128;0;0,4872;0,1827;0,1154;0,0897;0,1442;0,016;0;0,0128;0,0032;0,0994;0,0288;0,0321;0,0385;0,0321;0,0064;0;0;0,3269;0,0449;0,1154;0,0288;0,0288;0,0096;0,0256;0,0769;0,0545;0,0256;0,0224;0,0256;0,016;0,0385;0,0256;0,0513;0,2853;0,0385;0,0064;0,0192;0,1538;0;0,0224;0;0;0,0256;0,0064;0,0224;0,1026;0,0032;0,1282;0,0833;0,1827;0,0064;0;0
124;198;1395;6810;639;592;0;0,0495;0,0731;0;0,2867;0,0007;0,0466;0,0029;0,0108;0,8043;0,1849;0,9219;0,0065;0,0014;0,0151;0,0186;0,0093;0,0151;0,01;0,0007;0;0,0079;0,0108;0,005;0,025;0,0022;0,4746;0,172;0,1147;0,0129;0,0057;0,0846;0,0731;0,0194;0,1197;0,0832;0,1627;0,0731;0,0258;0,1219;0,0079;0,0387;0,1297;0,0853;0,0151;0,0609;0,0179;0,0652;0,2258;0,0129;0,0208;0,1427;0,1591;0,1269;0,0237;0,0036;0,0072;0,0129;0,4007;0,0573;0,0387;0,071;0,1176;0,0495;0,053;0,1176;0,0731;0,0803;0,0237;0,01;0,0344;0,0681;0,0222;0,0208;0,0165;0,081;0,2215;0,0595;0,0932;0,1111;0,0308;0,0631;0,0323;0,005;0,0215;0,0265;0,0079;0,0072;0,0287;0;4,1545;5,1116;4,4909;3,6078;0,924;0,6495;1,4215;0,347;0;0,0022;0;0,5039;0,1728;0,1642;0,0925;0,1219;0,0272;0,0079;0,0337;0,0007;0,1061;0,0616;0,0201;0,0244;0,0222;0,0007;0;0,0014;0,3835;0,0746;0,0961;0,0409;0,0387;0,0086;0,0179;0,1104;0,0867;0,0215;0,0194;0,0229;0,0136;0,0237;0,0129;0,1039;0,3312;0,0459;0,0079;0,0158;0,1814;0,0014;0,0136;0,0014;0,0022;0,048;0,0007;0,033;0,1405;0,0007;0,1398;0,1025;0,2158;0,0057;0,0014;0,0129
125;443;10664;50141;2426;2360;0,0002;0,0008;0;0;0,3264;0,004;0,045;0,0016;0,0183;0,9252;0,0565;0,9826;0,0032;0,0038;0,0029;0,0022;0,02;0,0266;0,0002;0,0002;0,0002;0,0008;0,0024;0,0003;0,0158;0,001;0,5991;0,2316;0,1376;0,031;0,0096;0,0831;0,0682;0,0214;0,1489;0,078;0,1805;0,0774;0,0246;0,122;0,0098;0,0593;0,1363;0,123;0,029;0,073;0,0158;0,0763;0,2462;0,0032;0,0128;0,1187;0,1358;0,0968;0,0351;0,0066;0,0127;0,0169;0,4665;0,0677;0,0469;0,0886;0,1328;0,0503;0,0532;0,1514;0,1042;0,0821;0,022;0,0171;0,0344;0,0723;0,0285;0,0174;0,0241;0,0914;0,244;0,0683;0,0959;0,0967;0,0197;0,0524;0,0231;0,0028;0,0209;0,0104;0,0075;0,0065;0,0241;0,0007;4,1545;5,1825;4,4879;3,375;1,0302;0,6514;1,4374;0,4206;0;0,0045;0;0,4771;0,1511;0,1981;0,1381;0,1693;0,0165;0,0099;0,0374;0,0021;0,0977;0,056;0,0192;0,0225;0,0203;0,0012;0;0,001;0,4859;0,0799;0,1292;0,0564;0,0496;0,012;0,0257;0,1412;0,1071;0,047;0,0272;0,049;0,0254;0,0547;0,0181;0,1142;0,3291;0,052;0,0096;0,0187;0,1692;0,0035;0,0158;0,0041;0,0022;0,0443;0,0033;0,0401;0,1164;0,0027;0,1568;0,0889;0,1991;0,0074;0,0015;0,0173
